"","text","vaccine"
"494","RT @Brianontheair: State Rep. @travisfitzwater told me Friday night he hoped there would not be major changes with department heads. Governor @mikeparson's comments today indicate there will be no changes, that he is aware of. #moleg",0
"495","Got dressed for a wedding tonight &amp; out of my daily routine started to put on a @shaneschoeller sticker. #campaignattire",0
"496","RT @GovStitt: Honored to speak with our retired @OKFirefighters yesterday. Each of these heroes spent their career protecting Oklahomans &amp; meeting the needs of our communities. 

This session, I was proud to recognize their hard work by signing the first COLA in over a decade. #OklaProud https://t.co/QVgcjsvU3E",0
"497","RT @KYGOP: Are you voting Tuesday? Take the pledge &amp; add it to your calendar! This election is too important to forget to vote. https://t.co/lJpaAahygB",0
"498","RT @ChrisLu44: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""There is no good society without a good union."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Unions can """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""transform discarded stones of the economy into its cornerstones"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -@Pontifex https://t.co/I4Mdcc5SOq",0
"499","RT @LegalIT: LexisNexis Releases Online Resource for Criminal Lawyers: http://t.co/CEi15BRT #LegalIT @lexisnexisuk",0
"500","RT @CapSolSolin: While we wait on #SB181, Sen Transportation and Energy chair @FaithWinterCO’s adorable daughter smartly sold her @girlscouts cookies to the captured audience!  #coleg #copolitics https://t.co/Kw4M3nwaah",0
"501","RT @FrankLuntz: When Trump focuses on the failures and absurdities of Clinton/Obama foreign policy, even Hillary-leaners give him solid scores. #DebateNight https://t.co/FtHlhCwktv",0
"502","In Teachers We (Should) Trust https://t.co/5UuBdTOdoJ",0
"503","Today, I had the great honor of joining @GovLauraKelly as she signed Senate Bill 130, which allows voting day voting at any official polling site. Thank you, Senator Oletha Faust-Goudeau, for your hard work shepherding this bill through the Kansas Legislature! #ksleg https://t.co/zXBxB1g8Ss",0
"504","Conga lines of lobbyists and gun rights supporters testifying this morning on #HB101 that the only way to keep kids safe at school is to allow people like them onto school grounds with firearms. No thank you. #NHpolitics @GunSenseNH @MomsDemand https://t.co/KrpkJ8zuWu",0
"505","RT @angrysnowflake1: Attention, Washington!

@GaelTarleton has been a great state representative, and she’ll make an even better Secretary of State! 
#waelex",0
"506","John Jackson, a government teacher at Versailles High School, visited Columbus today with the Ohio Center for Law-Related Education. ⚖️ 

I love the opportunity to meet with educators that are passionate and involved in their area of expertise! 📚 https://t.co/hEjjWuzffO",0
"507","#PapaPutin is proud of little Donny- he got the bullies out in Portland— but can he do it everywhere?",0
"508","2 Things: 1. Ohio should do the same. 2. I have been up on the MN Capitol roof next to the golden chariot (Don't tell anyone). https://t.co/C4yZfXQLt5",0
"509","@BenSpies11 @texastornado5 Though actually, Ben, you've done it correctly...by earning your spurs...to coin a Yankee phrase. Good lad! :)",0
"510","@liz_colton @TimBoyumTV @NCCapTonight Thank you my friend... that means the world.",0
"511","Fantastic @EastEndChamber luncheon at Amegy Bank for the East End Means Business series. The panel of entrepreneurs shared valuable advice about their successes and setbacks as business owners. #EECOC https://t.co/akbhy3Hsuc",0
"512","RT @mikehowardmn: Thank you to @MAPEmn @MNAFLCIO @mnnurses and all of organized labor speaking out for change. Together, we can and must. https://t.co/gk0DxTiRHA",0
"513","RT @StevenTDennis: 1 out of every 2,000 Americans alive at the start of the pandemic has now died with COVID.",0
"514","Don't forget, tonight is the night we are having the Colorado Elected Women's Firsts! #HerColorado @HistoryColorado 7pm tonight! https://t.co/iB4cc4g8Lo",0
"515","RT @MindfulEveryday: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Meditators eventually discover this wonderful truth: you don't have to make yourself relax. You just stand back and let it happen."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" ~ Eric Harrison
#mindfulness",0
"516","RT @JeffWolfUSA: “If you think you can do a thing or think you can’t do a thing, you’re right.” 
– Henry Ford",0
"517","Melissa and I would like to wish you and your families a very Merry Christmas. We are truly blessed to live in Arizona and we hope you are able to spend Christmas in the presence of the ones you love. #MerryChristmas https://t.co/7SKFTf6ti1",0
"518","Don't confuse motion with movement..A rocking horse moves, but it goes no where!
Even on the right track U will get run over with no action!",0
"519","Hi my name is Karen I’m 31 years old and my mom came over to make me chicken noodle soup to make me feel better. #mamassoup",0
"520","Know a local hero who served our country?  Nominate them today for #AD58 Veteran of the Year. 🇺🇸🇺🇸🇺🇸 here: https://t.co/MKmDrFLp2w",0
"521","Taxpayers may be left holding bag for unpaid loans... https://t.co/D1y9tpKbBE",0
"522","Braved the rain this morning to speak with some of our senior citizens about the state budget and some of the items that Rep. @78RepLittleton and I are working on together for Tennessee! Great questions from a great group of folks! https://t.co/j4qYaHZs9Q",0
"523","Second day of the Education Conference Committee, finished fiscal walk-thru and now onto side-by-sides. I may need more coffee but one thing is clear, that the Senate lack of spending leaves too many children behind! #mnleg https://t.co/Pr77rSKALQ",0
"524","RT @MarcLevine_CA: Thank you Governor @JerryBrownGov for signing #AB549 today and for your continued commitment to @CAStateParks.  https://t.co/elUzUhnzsL",0
"525","RT @RepStephenMeeks: Heard on the radio, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""As a society we are quick to be critical of each other.  We need to do a better job of seeing the good in others.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",0
"526","Climate change legislation MUST happen on state, federal and international levels. #MAactonclimate",0
"527","@campabelly Aww, I hope you had a happy birthday! Here's to your next 51!",0
"528","RT @VOCALNewYork: Proposed NY #MedicalMarijuana regulations would subject many patients to """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""gratuitous cruelty,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" says @DickGottfried http://t.co/Bsgk9CURvh",0
"529","@daswenson Google says 2006 ... not so ancient history. http://t.co/syF39s69OS",0
"530","@GustavoArellano Downloading now!",0
"531","I have decided not to seek the United States Senate seat in 2014.  I will remain as minority leader in the state legislature.",0
"532","RT @LysaTerKeurst: When I sit quietly with God instead of trying to figure everything out, He takes my anxiety &amp; replaces it with His peace, wisdom &amp; security.
 
Let Him comfort you with His presence tonight, friend. And trust Him to send you the answers you need in His right way &amp; His right time. https://t.co/APZ7Rfmp0Y",0
"533","Happy Birthday America! 🇺🇸 https://t.co/XbIUZ56nl1",0
"534","It’s a great morning to support our 4 first term Reps from JoCo at @JoCoDemsKS breakfast! Such a talented group! #Ksleg",0
"535","RT @BobWieckowskiCA: The Senate recognized several CSU presidents including Mary A. Papazian of @SJSU https://t.co/L7eC2dpecL",0
"536","Extremely proud of Assembly GOP members for developing “Jump-Start New York” - A plan to help small businesses survive this crisis, get people back to work, &amp; prepare for our economic recovery.

https://t.co/z7guTCqrdo",0
"537","@rhappe Thanks! When you're moving almost 60% of your state's general fund across the floor, you tend to hold your breath and cross your fingers until it's done.",0
"538","Oven overheated before leaving gate in #Colorado Springs to #Atlanta 45 mins late and counting. #DeltaAirlines #nothappy",0
"539","@lisaabramowicz1 @Noahpinion @KatyJOConnor",0
"540","@MGAmikek @HyVee @TinaLiebling Had a great time learning more about @HyVee. Thanks for the tour!",0
"541","@JayGWegimont Next time. Visiting family",0
"542","RT @BillMHarris: In his new article, Bill Harris talks about how we can find certainty in these uncertain times: https://t.co/huaCSAGhq7  #coronavirus #FuturePlanning https://t.co/1yjWZvQ5rq",0
"543","Today is #DairyDay at the @NYSFair. Be sure to go out, drink some 25 cent milk and support the NY #Dairy Industry! http://t.co/p8LkuvenvF",0
"544","Great to be out supporting Will Peckham tonight! #txlege https://t.co/ir70s6wLAo",0
"545","The Groton Fireworks have been cancelled tonight due to fire concerns.",0
"546","My thoughts and prayers are with all the residents of Boston.",0
"547","RT @Chancellor_May: Grateful for @SenHannahBeth Jackson’s leadership on the passage of SB 331 to ensure that victims of domestic violence on campus have confidential communications. https://t.co/vwy4bIuocJ",0
"548","RT @JimPethokoukis: 11.2%: What the unemployment rate would be if labor force participation was the same as when the recession started",0
"549","RT @DemWrite: We MUST #SaveThePostOffice.
 https://t.co/7qcKG7x2PX",0
"550","@indivisible_luc @Mariafor49 @DickDurbin @SenDuckworth I love y’all right back!",0
"551","RT @RepRaskin: Montgomery County High School Students Welcome the Students of Marjory Stoneman Douglas High School Tomorrow. Students register here: https://t.co/QC18fK40Yx #NeverAgain #EnoughIsEnough",0
"552","@CivilEngagement that ought to hold up for 5 mins in Assembly. How many Clark &amp; Washoe projects will be delayed yrs to bump these up? #nvleg",0
"553","DC to Richmond High Speed Rail Project Public Hearings  https://t.co/5hF6JFB9P4",0
"554","""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Ignoring the pleas of the only Democrat, Gov. Ron DeSantis and the Florida Cabinet met Thursday for the first time since the coronavirus pandemic began but largely avoided discussing the crisis."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" https://t.co/qJIKh7YneV",0
"555","Sorry, real life, I am unable to participate in you while there are unwatched episodes of @TheCrownNetflix. I don’t make the rules. Olivia Colman dictates my life now.",0
"556","NCDOR Service Centers remain closed to the public and phone assistance may be limited. Taxpayers are encouraged to utilize online services to the greatest extent possible. NCDOR COVID-19 information can be found at: https://t.co/McPZIBFC9E",0
"557","""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Shit? You ain't seen shit. I'VE seen some shit."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Said tonight by a @LeoBurnettChi employee while drinking at the bar.",0
"558","This Tweet from @AsmGrayson has been withheld in: This Tweet from @VallejoFire has been withheld in response to a report from the copyright holder. Learn more.",0
"559","@JenAshleyWright Thank you. Beautifully done.",0
"560","They are doing what? https://t.co/StGymyT6Ph",0
"561","RT @SenatorNewmanMN: In just a few hours, we've already received comments from people all across Minnesota sharing their frustrating experiences with MNLARS. Tell your story at https://t.co/2SOJp7nAwg to keep the pressure on Gov. Dayton to get this fixed! #MNLARS #mnleg https://t.co/AtR3GyPMTm",0
"562","Was there just an earthquake in La Republica Dominicana?",0
"563","The attached link is a list of all of the types of businesses and as to whether or not they are life-sustaining businesses. Please contact our offices if you have any questions.

We’re going to win this.  Please remain calm.

https://t.co/iEiosq05OY",0
"564","The Clifford Brown Walk Lofts #3rdDistrict #wilmde #livableneighborhoods @LiveINWilm https://t.co/BF75DsJE4B",0
"565","RT @BillLeeTN: It was great to be in Bristol today with @DrPhilRoe and @lundbergjon. Early voting continues until November 1! Find your polling location at https://t.co/B6P3HcEUlF https://t.co/ACFCmL0AoO",0
"566","RT @JohnBoozman: Pandemic Unemployment Assistance  for Arkansas’s self-employed workers and independent contractors will be made available starting tomorrow. Apply online every day 6am-6pm at https://t.co/sl9jvBnD0r or by phone at 1-844-908-2178 between 6am-4pm.

More ⤵️ https://t.co/hXsicZfpvD",0
"567","Elizabeth- remember- You teach &amp; work in a place Jack paid for and built with his own hands...for you!  Love is an action! #WCTH #Hearties",0
"568","RT @LVTimesNews: What are your plans this weekend? Here's some ideas. https://t.co/VA8vd8g6gf",0
"569","@sjdemas Right. Did you see that Alcona county commission passed a resolution objecting to the Govs EO? Then they RESCINDED IT! Because of public outcry.",0
"570","I honor mi Popa, Dońa Milla, Eveline, Don Julio, Dońa Candida, hermanos Tyrone Guzman yManuel Calderon, abuelo Alfonso, big bro Ron McKinley, Tíos, little Rafael
&amp; like @JulianCastro: Jakelin, Juan, Felipe, Mariee, Carlos, Darlyn, Wilmer kids who crossed border died in US custody https://t.co/bdNTAaLL4V",0
"571","Ready for the game! @CocaCola #TheRealThing #Together https://t.co/jCJKYfAOUt",0
"572","RT @JhonnyBoyXVIII: It was great to welcome the Black Women’s Pac today that  @Boyd4OH_D9, @Juanita_Brent, and @stephaniehowse are all proud members of! Hope they all felt welcome and had a great time seeing Justice Melody Stewart being sworn in. https://t.co/HsgxdyKOgs",0
"573","National Grid was wrong to lock out these workers in the first place, and I am pleased that the #solidarity of Massachusetts unions won the day and earned a fair and equitable contract for the gas workers.

#MApoli #EndTheLockout",0
"574","Standing with @UAW members in a fight for basic human rights for workers of the auto industry is not just right...it’s necessary! It is an honor to support my brothers and sisters who are fighting for their families, and the future of this country. #iStandinSolidarty #UAWStrike https://t.co/sCcq784nRl",0
"575","RT @justinamash: Our Constitution doesn’t authorize the president to act as king whenever Congress doesn’t legislate.",0
"576","RT @KarenKilgariff: that FBI agent proved that you absolutely must dance like someone is watching",0
"577","RT @ssnbbr: @lisadclancy @DebLavender Passed """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""to protect women from doing something they might regret."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Well that's the exact reason to propose a bill requiring mandatory vasectomies for males at puberty, reversible when they can show they're mature and responsible enough to raise a family. Be brave. DO IT!",0
"578","RT @WashCoWisco: #breaking The private drive in front of @WashingtonSO will officially be called John M. Schmitt Memorial Drive marking the 20 year anniversary of his passing. https://t.co/MCs0anKBwi",0
"579","Councilmember @JoeBorelliNYC and I have some serious question for @ConEdison following a series of events last Thursday that unfolded following what was believed to be an electrical power surge in the #Tottenville area. https://t.co/EVW1dUfExF",0
"580","This video says so much about Chadwick Boseman’s legacy and the impact his work had on the world https://t.co/TCdHjJF5g7",0
"581","RT @KayAnneSkinner: MSDH this week started releasing COVID data from public and private schools. 720 schools in 74 counties provided info. Curious what your county looks like? Search here: https://t.co/xzMo066Hob",0
"582","RT @PACTVGovtAccess: #PLYMOUTHMA-In anticipation of the 8/10 Town Meeting, check out these videos online, containing all info related to the virtual Town Meeting &amp; more: https://t.co/KCmHkX8S5k",0
"583","@davemistich @Whitt4WV @SenCapito Yo @davemistich when did you start working at @TheOnion?",0
"584","RT @benfelder_okc: Gabrielle Davis, a senior at Edmond Memorial HS, organized today's student rally. She has the date she became a voter written on her shirt and her representatives written on the back. """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""I want them to know that I know."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" #oklaed #oklaedwalkout https://t.co/fjuSGK4kQi",0
"585","It’s a up to the city to decide, but I wholeheartedly agree. Alternate side parking should be suspended immediately and indefinitely https://t.co/ScpnNJIa9o",0
"586","RT @RCFCMD: Meet Dan Cox (@dancox4congress) on 10/16/16 @NantucketsReef 9755 Traville Gateway, Rockville, MD from 4-6pm #votecox https://t.co/LWFNSZBbe5",0
"587","RT @GovSisolak: TODAY at 3PM: I will be joined by Dr. Shadaba Asad, Director of Infectious Disease at @UMCSN Hospital in Vegas, to hold a virtual public information session to answer some commonly asked medical questions about #COVID19.

Tune in at 3pm on Facebook Live: https://t.co/JeNglED2jz",0
"588","RT @LLN_USA: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""This song goes out to every brown girl, to every Latina who has a dream to be somebody, to make a difference in the world. This goes out to you. If I Was President."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" @LasCafeteras ✊🏽✊🏿✊🏼✊🏾

#LatinoLeadersNetwork #LasCafeteras https://t.co/mjf9Ay38Rl",0
"589","RT @LEXartistes: Attending protests is not for everyone and that's ok. Whether you are continuing to quarantine in mid-pandemic or you simply do not feel comfortable/safe, here are 3 ways you can still show your support from home that takes less than 30 min:",0
"590","RT @Entrepreneur: 3 Steps to Change Employee Behavior | by @letgotogrow https://t.co/iWOrzs0N1f",0
"591","RT @thehill: JUST IN: Trump refuses to denounce KKK and David Duke | WATCH: https://t.co/Yce54jGckB https://t.co/eC5FiDxQje",0
"592","Fighting #fall. One lone red leaf. http://t.co/uh4xL5xZfO",0
"593","RT @ForeignPolicy: After Sweden presented definitive evidence of a submarine in its waters, Russian media called its top general unmanly http://t.co/z0eACbE0mt",0
"594","@kathyprojo Many congrats!",0
"595","RT @MA_Senate: Senate President @KarenSpilka has put together a Coronavirus Updates section of her website, with help from @Jo_Comerford
and the Senate Working Group on #COVID19. Please feel free to bookmark and share! #mapoli https://t.co/rSu179QxnF",0
"596","Kiki Saavedra Senior Dignity Fund unanimously passed the Senate! Now heads back to the House for a concurrence vote before going to @GovMLG to be signed into law! #nmpol #nmleg https://t.co/obeET0Hq1d",0
"597","It's June 16. Budget expires June 30. Today the Democrats spent 6 hours ignoring the budget, hearing unrelated testimony instead. #fail",0
"598","RT @PAHouseGOP: Freshman lawmaker @RepGleim (R-Cumberland) comments on today's #PABudget address
📺: https://t.co/LdWgPJDgC3",0
"599","RT @GovParsonMO: Today, the House of Representatives passed HB 1511 &amp; 1452 by an overwhelming bipartisan vote of 151-2.

#Military spouses face considerable challenges when they relocate with their active duty partner, but finding a job in their licensed profession should not be one of them! https://t.co/CuPyDLOxnA",0
"600","RT @UNC: Congratulations to Crystal, Tobin, Jessica, Allie, Ashlyn and everyone at @USWNT! Back-to-back #FIFAWWC champions!

#GoHeelsGoAmerica #USA https://t.co/SgyGChhKV3",0
"601","RT @FollowMeToo3: What we plant in the soil of contemplation, we shall reap in the harvest of action. - Meister Eckhart",0
"602","RT @SKihne: Don’t be surprised when Antifa changes their costumes tonight and magically it’s “white supremicists” protesting #MAGANight",0
"603","RT @jordanrau: Disoncerting @khnews story by @LaurenWeberHP &amp; @annabarryjester found public health officials are being harrassed or pushed out as they deliver unwelcome COVID news https://t.co/tLVuqlSV2t",0
"604","@wyethwire My home town, Travelers Rest.  Beautiful place especially in the Fall.",0
"605","RT @JohnJHarwood: The Student Vote Is Surging. So Are Efforts to Suppress It. - The New York Times https://t.co/kyauE3xfP4",0
"606","RT @MSNBC: Nurse Dawn Wooten alleges mass hysterectomies performed at ICE facility: “I had several detained women on numerous occasions that would come to me and say, ‘Ms. Wooten, I had a hysterectomy. Why?’ I had no answers as to why they had those procedures.”
https://t.co/UBO0ydq3Q2",0
"607","@cubefortwo Aww thanks homie! I’m super excited!!!",0
"608","RT @mojeanevans: Bipartisan bill signing by @GovParsonMO with @LaurenArthurMO @MikeCierpiot @KikiCurls #ChiefsKingdom https://t.co/jgnEIQqUB2",0
"609","RT @ScottKWalker: Notice that the President gladly gave his ID to the poll worker when he voted on Thursday: http://t.co/gKkNNaYD",0
"610","""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""... partisan divisions. No problem faces us that hard work, honesty, and courage cannot solve if we work together."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" (2)",0
"611","RT @NAWBONational: #NAWBO is about supporting, advocating, and strengthening the women business owner community. Happy #IWD2019 https://t.co/2toeKuxg4p",0
"612","@karenkasler ok it stopped raining in Lakewood-play ball",0
"613","Some of the things we'll lose? 
Coverage for your children til age 26. About 2 million adult children will no longer be able to stay on their parents’ insurance.
Ban on insurance companies having lifetime caps on coverage. #CripTheVote #ProtectOurCare #WhatsAtStake /9",0
"614","Governor DeWine’ protocols for businesses opening on or about May 1st based on todays press conference. https://t.co/z9tNkgSffw",0
"615","https://t.co/VNUJAb4fpG 
“I just don’t get it. I don’t understand the logic of waiting and waiting and waiting for some additional guidance,” said Bates, the lead Democrat on West Virginia’s House Finance Committee. https://t.co/Nk87Ogulxq",0
"616","RT @California_ISO: The ISO issued a statewide Flex Alert, a call for voluntary electricity conservation, today through Wednesday, 3 to 10 p.m. each day. Record-breaking heat is straining supplies; consumers should plan for potential outages. https://t.co/qaxmGA5suu https://t.co/KiDlDdkrwm",0
"617","The political game in Missouri changed drastically from the 99s to the 2000s and even more so in the 2010s for everyone but exponentially so for Black folks, in both good ways and bad.",0
"618","VA Federation of Republican Women convention was today.  Gillespie and I were the luncheon speakers and we had a... https://t.co/tWfdnWAgxx",0
"619","RT @LittleSenator: Start ‘em young. https://t.co/xDsc37hvbs",0
"620","I posted a new photo to Facebook http://t.co/dHQ8rVVW",0
"621","5am wake up call http://t.co/15ts2zHV",0
"622","Thank you, @AnnaForFlorida! Can’t wait to see you Sunday! https://t.co/TW6v8ZZbZy",0
"623","50,154. The number of times the Sec of State site has been refreshed by 8:04.  #CarnacTheMagnificent",0
"624","https://t.co/O6pYAle3Cm https://t.co/K7xvykHyex",0
"625","RT @RepRichmond: Proud the Senate approved my 2 bills naming post offices after #DarryleHolloway and #LionelCollins. Next stop @POTUS desk",0
"626","🚨🚨2 koozie giveaway!! Keep your hand warm and your drink 🍺 cool with our trendy watchdog koozie! Retweet for a chance to win! Contest ends at midnight 9/20. https://t.co/jBJqBpUxCx https://t.co/TtY7PCkG5I",0
"627","RT @ABrindisiNY: I'm excited to announce my run for Congress NY's 22nd District. Stay tuned for more action on the trail today: https://t.co/HoWHVtFEgQ",0
"628","Yesssss https://t.co/YhODFlinmU",0
"629","Honoring Gerry Hikida after serving 48 Years as a library aide at the Morrison-Gordon Elementary. So many students, teachers, &amp; parents lives she impacted over that time. The school library will now be named in her honor. Thank you for your dedication! #Fighting4SoutheastOhio https://t.co/Y87OZlmvqT",0
"630","RT @dougducey: It's fitting today's #ThankAPoliceOfficerDay -- Very grateful for their work last night and every day. http://t.co/vhQRv5pMsG",0
"631","RT @ajc: RT @ATLtrackclub Dean Candler collecting water to bless the runners during the invocation &amp; along the course #ajcprr http://t.co/1mXlQvWf0q",0
"632","RT @SenatorCohenCT: The environment committee has been hard at work! Let’s see these to law!
All JF’d:
Ban on plastic bags✅
Industrial hemp pilot✅
Reduce use of plastic straws✅
Expand the bottle bill✅
Progress on environmental justice✅
Prohibit import of big 6 animals✅
Limit use of styrofoam✅",0
"633","This is a leading, cutting edge plan being implemented here in Arkansas! https://t.co/hbcGxEALYJ",0
"634","If you would like to attend, you can register by using the link: 
https://t.co/jMiw4fxuwK",0
"635","Does your vote really count? Hear my opinion on @CBS21NEWS w @JamesTullyTV tomorrow at 5, 10 &amp; 11. https://t.co/TBMVHA22N1",0
"636","In the book """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Dead Center,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" the author - who worked in NYC's medical examiner's office - wrote that the bicyclists (not motorcyclists) you'd see weaving in &amp; out of traffic who'd leave you wondering how they never got hit in fact did end up on his tables.

Now add 100 mph.

#DOA https://t.co/LThHrMnL3A",0
"637","March is Women's History Month - I want to thank all the courageous women that have inspired me! http://t.co/bw7yJzHiRP #WomensHistoryNV",0
"638","Thank you everyone for you kind birthday wishes.  I had a great day celebrating with my mother, wife and daughter. https://t.co/Vydy2LMnCc",0
"639","@Scotus decision keeps politicians out of women's personal decisions about abortion -- as they should be. #nmpol https://t.co/hf00MgIzdz",0
"640","RT @RepJoeNeguse: Families across our country are hurting, and Congress must act with the boldness and urgency that this crisis requires.  

That’s why I’m proud to support the economic relief plan proposed by my friend @RepJoeKennedy. 

Remember, we’re in this together! https://t.co/O9RQur51JC",0
"641","Gilman roundabouts construction set to begin in late 2020

https://t.co/A8KNObrvWi",0
"642","RT @PatrickSvitek: Biden campaign putting Texas in the same category as Georgia and Arizona &gt; https://t.co/AxJuy0xyYF",0
"643","Rep. Corey Wilson and I are excited to report that reconstruction of a high-traffic stretch of Western Avenue... http://t.co/Q7grJlUHNK",0
"644","RT @delegateaird: 1/3-With only 6 wks to E-Day I'm thrilled to announce I am launching All In To Win--a comprehensive effort to knock 10k doors to #FlipVA and #TakeTheMajority over the next 42 days! My team of canvassers will hit the road to knock doors with our battleground candidates around VA! https://t.co/XESy9RRAV6",0
"645","RT @SuiteMagazine: So many young men and women honored for their service to and in Prince George's County. We salute them all.",0
"646","Thank you to everyone who joined us for the 1st #PrideMonth celebration at the Capitol!

While we still have much left to do, I am so proud of what we have accomplished as a community. In the words of Dr. King, “The arc of the moral universe is long, but it bends toward justice.” https://t.co/Kv2OpKcF5S",0
"647","RT @PeterLucido: If you are traveling this upcoming week with family and or friends, God’s speed on a safe trip. I hope you have a great time making memories with those you love. https://t.co/cHnmRW1MPM",0
"648","It's gonna be a soggy cold corn club #troutcamp @kgb5003 @psumil123",0
"649","RT @TNHumanServices: Over the holiday weekend approximately 275 of our employees worked on Good Friday and 187 worked on Saturday including these men and women. Thank you for going above and beyond to help families apply for SNAP! https://t.co/bOoSetsUMh",0
"650","Happy @USNavy birthday, @PeteButtigieg!",0
"651","@ginajk22 It is both. I made two batches! Will make you some when... hopefully this pandemic is over 🙄",0
"652","It’s pretty shameful. He’s a US Senator. And he’s a racist. Straight up. https://t.co/5Fca6snsaa",0
"653","RT @usweekly: A Mallrats sequel is happening, Kevin Smith confirms: http://t.co/EzpABvkZhg http://t.co/SdrxQItZHX",0
"654","Voucher victory worries suburban districts https://t.co/A51uhpMFGg",0
"655","@jenesq2 @SarahUnsicker @DebLavender @brucefranksjr @Dougbeck562 @PeterforMO @RepIanMackey Thank you so much for the shout-out!",0
"656","RT @samstein: As Pence’s team mocks Harris for wanting a plexiglass barrier on the debate stage, worth noting that the CDC’s own guidelines call for work spaces to “install physical barriers, such as clear plastic sneeze guards” if applicable. Pence runs the COVID task force.",0
"657","Watch my interview on #PoliticsUnplugged regarding Article V &amp; a runaway convention. #AZLEG #AZBBAPC #ArticleV  #COS https://t.co/OSJ98PqqX8",0
"658","RT @cw_caucus_ky: """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""We give $13B in tax credits. We collect $11B in tax revenue. Think about that."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" @CherlynnForKY",0
"659","Congrats to my friend @asheinin and his Gamecocks....Come on You Spurs! (That's as close as I can get....sorry, I'm a UGA guy.) 🏀⚽️😜",0
"660","I had a blast serving as a guest celebrity bartender for Emerge Pennsylvania's Summer Fundraiser this afternoon! Glad to support some amazing women on the journey through politics! https://t.co/uyxLgb0gfZ",0
"661","University of Arizona Research Labs Produce Hand Sanitizer for Area Health Care Workers https://t.co/hUtarEQaS2 https://t.co/G75SLiWSVi",0
"662","And California. Dont forget California. """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""@russfeingold: I am running to represent all of #Wisconsin -RDF #WisDems2015 #OnWisconsin""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",0
"663","@schuhbedo @AZGOP lol",0
"664","@SKBots @IlhanMN And she married her brother",0
"665","I am honored to have been named a Courageous Conservative by @TxCC for the 85th Legislative Session! https://t.co/NLCxLqexiz",0
"666","Pepsi Center In Denver Has A New Name, It’s Now ‘Ball Arena’ – CBS Denver https://t.co/FYKIfRBCmn",0
"667","RT @SimonWDC: Increase in 18-29 year old share of early vote in select states: 

MI - 120%
TX -  55%
MN - 37%
FL -  35%
WI - 31%
GA - 21%
AZ - 19%
NC - 16%
OH - 15%
NV - 13%",0
"668","Celebrating at the Statehouse today .  Even the guys got in the spirit!    #internationalwomensday2018 https://t.co/lySdsP7clV",0
"669","RT @NYStrategist: Assemblyman @mgdendekker going over his results with our nurses at @CVSHealth. https://t.co/PQ57ku5yoC",0
"670","RT @AmerAcadPeds: Immediate risk factors include agitation, intoxication, and a recent stressful life event  #suicidechat",0
"671",".@WeOliveTweets in @AZAvondaleNews is a treat. @RhondaCagle1 and I love the prosciutto covered dates. #AviAAC16 https://t.co/lPdWcx19Z3",0
"672","@gideonstrumpet uh oh...",0
"673","Enjoying Kevin II, Grandson Kevin III, and daughter in law Jess Matthews https://t.co/lSX9V3g2ex",0
"674","RT @ChiefTimFitch: I appreciate the overwhelming support from our community, who understand how important it is for the County Council to have oversight of the orders being issued by the executive branch of government. Oversight is NOT about ending the mask mandate, despite what you've been told.",0
"675","@Beezle88 @detroitnews I’m praying she gets better at this. Never root for the captain to have a heart attack  when we are all on the same ship.",0
"676","RT @WashCountyParks: Beginning Monday, May 18, Washington County Parks playgrounds will be open. Please continue to practice social distancing and ensure children wash and/or sanitize their hands after touching play structures, as they are not regularly cleaned or sanitized. https://t.co/5LQ9C98n7P",0
"677","RT @LtUhura2017: #MerryChristmasMrPresident
Let's not forget another former POTUS who deserves our love! 💚❤ https://t.co/3y3eqVeuBi",0
"678","Construction to begin Monday on the installation of 4 miles of upgraded sidewalks along NY Route 25A/Main Street thru downtown Riverhead.",0
